CustomerID,FirstPurchase,LastPurchase,Frequency,Monetary,TotalItems,UniqueProducts,Recency,TenureDays,AvgOrderValue,ItemsPerOrder,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,Cluster,ClusterName
13925,2011-07-28 12:09:00,2011-09-08 12:47:00,4,678.25,331,28,93,43,169.5625,82.75,2,3,3,8,At Risk,1,Core Growth
13926,2011-11-16 13:16:00,2011-11-16 13:16:00,1,223.85000000000002,104,11,23,1,223.85000000000002,104.0,3,1,1,5,Promising,2,Hibernating
13927,2011-09-26 12:00:00,2011-09-26 12:00:00,1,348.99,214,21,75,1,348.99,214.0,2,1,2,5,Hibernating,0,Big-Ticket Occasionals
13928,2011-07-29 15:59:00,2011-11-29 10:33:00,4,464.57,129,23,11,123,116.1425,32.25,4,3,2,9,Hibernating,1,Core Growth
13929,2011-01-17 15:11:00,2011-06-23 15:26:00,2,842.65,143,8,169,158,421.325,71.5,1,2,3,6,At Risk,0,Big-Ticket Occasionals
13930,2011-07-26 11:00:00,2011-10-13 09:45:00,2,337.34,274,15,58,79,168.67,137.0,2,2,2,6,Hibernating,2,Hibernating
13931,2011-03-04 08:43:00,2011-09-05 10:12:00,2,1237.53,725,56,96,186,618.765,362.5,2,2,3,7,At Risk,0,Big-Ticket Occasionals
13932,2011-02-18 12:02:00,2011-02-18 12:02:00,1,307.4,72,16,295,1,307.4,72.0,1,1,1,3,Hibernating,2,Hibernating
13933,2011-07-14 13:35:00,2011-08-22 14:03:00,2,608.7900000000001,205,23,109,40,304.39500000000004,102.5,2,2,2,6,Hibernating,0,Big-Ticket Occasionals
13934,2011-03-21 08:39:00,2011-03-21 08:39:00,1,922.1,390,31,264,1,922.1,390.0,1,1,3,5,At Risk,0,Big-Ticket Occasionals
13936,2011-06-13 08:47:00,2011-06-13 08:47:00,1,376.58,330,26,180,1,376.58,330.0,1,1,2,4,Hibernating,0,Big-Ticket Occasionals
13937,2011-06-23 16:35:00,2011-06-23 16:35:00,1,158.85,123,9,169,1,158.85,123.0,1,1,1,3,Hibernating,2,Hibernating
13938,2011-11-04 14:37:00,2011-11-04 14:37:00,1,71.66,70,7,35,1,71.66,70.0,3,1,1,5,Promising,2,Hibernating
13939,2011-02-01 11:30:00,2011-11-16 13:33:00,3,568.55,847,43,23,289,189.51666666666665,282.3333333333333,3,3,2,8,Hibernating,1,Core Growth
13940,2011-07-18 16:05:00,2011-11-22 15:15:00,4,839.14,516,39,17,127,209.785,129.0,4,3,3,10,Hibernating,1,Core Growth
13941,2010-12-02 10:17:00,2011-11-18 09:43:00,5,5112.96,2364,24,22,351,1022.592,472.8,3,4,4,11,Loyal Customers,3,Champions
13946,2011-03-17 10:02:00,2011-09-21 13:33:00,3,561.5699999999999,443,11,79,189,187.18999999999997,147.66666666666666,2,3,2,7,At Risk,1,Core Growth
13947,2011-10-05 14:42:00,2011-10-05 14:42:00,1,90.6,44,5,65,1,90.6,44.0,2,1,1,4,Hibernating,2,Hibernating
13948,2010-12-14 10:18:00,2010-12-14 10:18:00,1,102.0,40,3,361,1,102.0,40.0,1,1,1,3,Hibernating,2,Hibernating
13949,2011-09-06 11:55:00,2011-12-07 09:35:00,6,2427.32,2474,124,3,92,404.55333333333334,412.3333333333333,4,4,4,12,Champions,3,Champions
13950,2011-04-07 11:29:00,2011-11-28 14:44:00,4,745.06,323,33,11,236,186.265,80.75,4,3,3,10,Hibernating,1,Core Growth
13951,2011-02-18 15:21:00,2011-06-16 16:43:00,3,674.45,459,38,176,119,224.8166666666667,153.0,1,3,2,6,At Risk,0,Big-Ticket Occasionals
13952,2011-04-15 09:27:00,2011-05-06 09:00:00,2,3251.071,1431,120,218,21,1625.5355,715.5,1,2,4,7,At Risk,0,Big-Ticket Occasionals
13953,2010-12-22 10:29:00,2011-12-02 16:04:00,7,3515.68,2724,8,7,346,502.23999999999995,389.14285714285717,4,4,4,12,Champions,3,Champions
13954,2011-09-30 10:52:00,2011-12-08 12:50:00,2,439.92,150,24,2,70,219.96,75.0,4,2,2,8,Promising,1,Core Growth
13955,2011-02-07 12:24:00,2011-07-08 17:19:00,2,322.96,154,33,154,152,161.48,77.0,1,2,2,5,Hibernating,2,Hibernating
13956,2011-03-13 12:51:00,2011-12-04 13:20:00,5,1026.42,491,123,5,267,205.28400000000002,98.2,4,4,3,11,Loyal Customers,1,Core Growth
13959,2010-12-12 13:56:00,2011-09-21 15:06:00,3,598.2,357,79,79,284,199.4,119.0,2,3,2,7,At Risk,1,Core Growth
13960,2011-09-29 12:39:00,2011-11-18 15:27:00,2,230.22,142,11,21,51,115.11,71.0,3,2,1,6,Promising,2,Hibernating
13962,2011-04-08 11:21:00,2011-11-18 08:47:00,2,169.55,87,11,22,224,84.775,43.5,3,2,1,6,Promising,2,Hibernating
13963,2010-12-07 09:21:00,2011-02-04 14:43:00,4,664.54,460,35,308,60,166.135,115.0,1,3,2,6,At Risk,0,Big-Ticket Occasionals
13967,2011-07-17 12:02:00,2011-07-17 12:02:00,1,80.7,42,2,146,1,80.7,42.0,1,1,1,3,Hibernating,2,Hibernating
13969,2010-12-09 19:32:00,2011-12-02 15:11:00,18,9053.94,4542,334,7,358,502.99666666666667,252.33333333333334,4,4,4,12,Champions,3,Champions
13971,2011-02-27 12:27:00,2011-11-21 12:06:00,8,2758.26,1844,118,19,267,344.7825,230.5,3,4,4,11,Loyal Customers,3,Champions
13972,2011-05-22 11:34:00,2011-09-30 11:54:00,2,190.25,187,15,71,132,95.125,93.5,2,2,1,5,Hibernating,2,Hibernating
13973,2011-02-25 15:21:00,2011-02-25 15:21:00,1,264.7,109,11,287,1,264.7,109.0,1,1,1,3,Hibernating,2,Hibernating
13974,2011-10-21 14:41:00,2011-10-21 14:41:00,1,413.59000000000003,249,28,49,1,413.59000000000003,249.0,3,1,2,6,Promising,0,Big-Ticket Occasionals
13975,2011-03-08 12:19:00,2011-11-08 13:19:00,6,2526.28,1732,240,31,246,421.0466666666667,288.6666666666667,3,4,4,11,Loyal Customers,3,Champions
13976,2011-05-17 09:13:00,2011-05-17 09:13:00,1,357.98,154,10,207,1,357.98,154.0,1,1,2,4,Hibernating,0,Big-Ticket Occasionals
13978,2011-10-25 15:04:00,2011-11-25 11:36:00,2,196.79000000000002,315,14,15,31,98.39500000000001,157.5,4,2,1,7,Promising,1,Core Growth
13979,2011-09-27 13:32:00,2011-09-27 13:32:00,1,869.87,639,54,73,1,869.87,639.0,2,1,3,6,At Risk,0,Big-Ticket Occasionals
13980,2011-10-10 13:34:00,2011-10-10 13:34:00,1,200.14,172,11,60,1,200.14,172.0,2,1,1,4,Hibernating,2,Hibernating
13982,2010-12-09 13:57:00,2011-10-31 16:24:00,4,1871.81,1136,72,39,327,467.9525,284.0,3,3,4,10,Big Spenders,1,Core Growth
13983,2010-12-08 10:38:00,2011-11-10 11:06:00,12,2603.43,1183,91,30,338,216.9525,98.58333333333333,3,4,4,11,Loyal Customers,3,Champions
13984,2010-12-08 15:58:00,2011-11-13 12:38:00,5,920.51,679,14,27,340,184.102,135.8,3,4,3,10,Loyal Customers,1,Core Growth
13985,2011-03-20 13:48:00,2011-12-05 17:06:00,15,7060.13,3445,108,4,261,470.67533333333336,229.66666666666666,4,4,4,12,Champions,3,Champions
13986,2011-11-22 15:00:00,2011-11-22 15:00:00,1,320.46,430,12,17,1,320.46,430.0,4,1,2,7,Promising,1,Core Growth
13988,2011-03-30 11:48:00,2011-11-20 10:15:00,6,4147.96,3044,188,20,235,691.3266666666667,507.3333333333333,3,4,4,11,Loyal Customers,3,Champions
13989,2011-04-14 15:39:00,2011-10-05 09:47:00,2,1266.08,1313,33,66,174,633.04,656.5,2,2,3,7,At Risk,0,Big-Ticket Occasionals
13990,2011-05-10 15:19:00,2011-05-10 15:19:00,1,311.3,190,16,213,1,311.3,190.0,1,1,2,4,Hibernating,0,Big-Ticket Occasionals
13991,2011-07-19 12:58:00,2011-11-27 16:18:00,6,855.97,998,58,12,132,142.66166666666666,166.33333333333334,4,4,3,11,Loyal Customers,1,Core Growth
13992,2011-11-09 15:23:00,2011-11-09 15:23:00,1,76.8,64,5,30,1,76.8,64.0,3,1,1,5,Promising,2,Hibernating
13993,2011-01-13 10:43:00,2011-10-28 09:06:00,9,3466.36,900,66,43,288,385.1511111111111,100.0,3,4,4,11,Loyal Customers,3,Champions
13994,2011-07-14 18:28:00,2011-12-06 11:05:00,6,2313.14,940,122,4,145,385.5233333333333,156.66666666666666,4,4,4,12,Champions,3,Champions
13995,2011-04-08 08:20:00,2011-11-24 14:22:00,5,1393.69,879,55,15,231,278.738,175.8,4,4,3,11,Loyal Customers,1,Core Growth
13999,2010-12-13 11:23:00,2011-11-29 13:40:00,12,3901.81,2243,102,10,352,325.1508333333333,186.91666666666666,4,4,4,12,Champions,3,Champions
14000,2011-05-12 16:50:00,2011-05-12 16:50:00,1,635.66,710,15,211,1,635.66,710.0,1,1,2,4,Hibernating,0,Big-Ticket Occasionals
14001,2010-12-01 12:58:00,2011-10-25 10:31:00,3,2043.0800000000002,962,34,46,328,681.0266666666668,320.6666666666667,3,3,4,10,Big Spenders,0,Big-Ticket Occasionals
14002,2011-07-06 14:59:00,2011-07-28 15:55:00,2,529.73,877,47,134,23,264.865,438.5,2,2,2,6,Hibernating,0,Big-Ticket Occasionals
14004,2011-02-24 09:28:00,2011-10-27 14:40:00,7,4582.64,2668,102,43,246,654.6628571428572,381.14285714285717,3,4,4,11,Loyal Customers,3,Champions
14005,2011-05-08 10:33:00,2011-11-30 12:41:00,5,2874.72,2478,53,10,207,574.944,495.6,4,4,4,12,Champions,3,Champions
14006,2011-01-31 15:11:00,2011-08-16 09:39:00,3,962.19,641,22,116,197,320.73,213.66666666666666,2,3,3,8,At Risk,0,Big-Ticket Occasionals
14009,2011-05-18 13:00:00,2011-05-25 15:47:00,2,695.61,365,42,198,8,347.805,182.5,1,2,3,6,At Risk,0,Big-Ticket Occasionals
14012,2011-03-07 12:26:00,2011-03-07 12:26:00,1,328.8,160,11,278,1,328.8,160.0,1,1,2,4,Hibernating,0,Big-Ticket Occasionals
14013,2011-03-09 08:59:00,2011-08-21 15:01:00,3,473.02,462,30,110,166,157.67333333333332,154.0,2,3,2,7,At Risk,1,Core Growth
14014,2011-09-23 13:18:00,2011-09-23 13:18:00,1,505.18,1076,39,77,1,505.18,1076.0,2,1,2,5,Hibernating,0,Big-Ticket Occasionals
14015,2011-10-18 10:02:00,2011-10-18 10:02:00,1,917.34,378,20,53,1,917.34,378.0,2,1,3,6,At Risk,0,Big-Ticket Occasionals
14016,2010-12-17 14:21:00,2011-07-01 11:29:00,4,4341.21,2125,154,162,196,1085.3025,531.25,1,3,4,8,At Risk,0,Big-Ticket Occasionals
14019,2011-07-24 15:39:00,2011-10-24 10:13:00,3,1421.61,1037,37,47,92,473.86999999999995,345.6666666666667,3,3,3,9,Hibernating,0,Big-Ticket Occasionals
14020,2011-09-12 15:32:00,2011-11-23 09:22:00,2,642.8,441,37,17,72,321.4,220.5,4,2,2,8,Promising,1,Core Growth
14021,2011-03-28 15:10:00,2011-07-07 15:46:00,3,631.9,192,22,155,102,210.63333333333333,64.0,1,3,2,6,At Risk,0,Big-Ticket Occasionals
14022,2011-04-28 14:39:00,2011-04-28 14:39:00,1,440.0,487,28,225,1,440.0,487.0,1,1,2,4,Hibernating,0,Big-Ticket Occasionals
14023,2011-04-03 15:50:00,2011-12-02 13:58:00,2,584.07,345,30,7,243,292.035,172.5,4,2,2,8,Promising,1,Core Growth
14024,2011-08-07 13:31:00,2011-08-10 11:30:00,2,327.7,150,16,122,3,163.85,75.0,2,2,2,6,Hibernating,2,Hibernating
14027,2011-10-10 09:01:00,2011-10-10 09:01:00,1,104.82,62,6,61,1,104.82,62.0,2,1,1,4,Hibernating,2,Hibernating
14029,2011-07-18 16:57:00,2011-10-07 14:46:00,2,467.66,198,15,63,81,233.83,99.0,2,2,2,6,Hibernating,0,Big-Ticket Occasionals
14030,2010-12-08 16:11:00,2011-11-21 16:48:00,8,2360.09,1479,210,18,349,295.01125,184.875,4,4,4,12,Champions,3,Champions
14031,2010-12-02 16:34:00,2011-12-02 17:13:00,19,17286.86,5788,119,7,366,909.8347368421053,304.63157894736844,4,4,4,12,Champions,3,Champions
14032,2010-12-08 10:53:00,2011-12-07 15:23:00,11,2975.59,2032,53,2,365,270.5081818181818,184.72727272727272,4,4,4,12,Champions,3,Champions
14034,2011-07-05 13:06:00,2011-11-17 14:02:00,3,651.8199999999999,423,82,22,136,217.2733333333333,141.0,3,3,2,8,Hibernating,1,Core Growth
14035,2011-02-15 12:48:00,2011-11-11 10:03:00,5,1428.02,739,41,29,269,285.604,147.8,3,4,3,10,Loyal Customers,1,Core Growth
14036,2011-02-28 09:26:00,2011-02-28 09:26:00,1,626.65,268,38,285,1,626.65,268.0,1,1,2,4,Hibernating,0,Big-Ticket Occasionals
14037,2010-12-10 11:39:00,2011-06-16 13:57:00,2,147.20000000000002,46,27,176,189,73.60000000000001,23.0,1,2,1,4,Hibernating,2,Hibernating
14038,2011-05-16 14:05:00,2011-09-22 13:37:00,3,1560.38,965,64,78,129,520.1266666666667,321.6666666666667,2,3,3,8,At Risk,0,Big-Ticket Occasionals
14039,2011-11-06 13:48:00,2011-11-06 13:48:00,1,152.2,92,6,33,1,152.2,92.0,3,1,1,5,Promising,2,Hibernating
14040,2011-01-12 14:57:00,2011-10-30 12:42:00,12,3614.92,1554,146,41,291,301.24333333333334,129.5,3,4,4,11,Loyal Customers,3,Champions
14041,2011-03-18 13:25:00,2011-03-18 13:25:00,1,141.41,94,21,266,1,141.41,94.0,1,1,1,3,Hibernating,2,Hibernating
14044,2011-02-03 11:39:00,2011-11-13 12:05:00,4,652.82,308,165,27,284,163.205,77.0,3,3,2,8,Hibernating,1,Core Growth
14045,2010-12-01 11:32:00,2011-08-22 15:27:00,4,1659.75,535,4,109,265,414.9375,133.75,2,3,3,8,At Risk,0,Big-Ticket Occasionals
14046,2011-02-28 14:48:00,2011-02-28 14:48:00,1,154.99,460,14,284,1,154.99,460.0,1,1,1,3,Hibernating,2,Hibernating
14047,2010-12-02 10:09:00,2011-12-01 11:43:00,5,1308.6100000000001,381,22,9,365,261.72200000000004,76.2,4,4,3,11,Loyal Customers,1,Core Growth
14048,2011-02-07 14:53:00,2011-02-07 14:53:00,1,409.93,288,83,305,1,409.93,288.0,1,1,2,4,Hibernating,0,Big-Ticket Occasionals
14049,2011-01-26 11:27:00,2011-11-23 12:20:00,4,5681.72,3870,348,17,302,1420.43,967.5,4,3,4,11,Big Spenders,3,Champions
14050,2011-08-25 13:46:00,2011-11-08 10:00:00,2,746.36,689,49,32,75,373.18,344.5,3,2,3,8,Promising,1,Core Growth
14051,2010-12-08 12:49:00,2011-12-09 10:20:00,23,15610.390000000001,3756,52,1,366,678.7126086956522,163.30434782608697,4,4,4,12,Champions,3,Champions
14052,2011-11-20 12:30:00,2011-11-20 12:30:00,1,225.36,89,56,20,1,225.36,89.0,3,1,1,5,Promising,2,Hibernating
14053,2011-07-03 12:21:00,2011-08-07 14:27:00,2,260.25,215,2,124,36,130.125,107.5,2,2,1,5,Hibernating,2,Hibernating
14054,2011-10-05 15:49:00,2011-10-05 15:49:00,1,92.46,62,6,65,1,92.46,62.0,2,1,1,4,Hibernating,2,Hibernating
14055,2011-08-25 15:04:00,2011-08-25 15:04:00,1,725.6400000000001,216,10,106,1,725.6400000000001,216.0,2,1,3,6,At Risk,0,Big-Ticket Occasionals
14056,2011-02-28 15:19:00,2011-12-08 13:36:00,23,8214.65,4273,320,1,283,357.1586956521739,185.7826086956522,4,4,4,12,Champions,3,Champions
14057,2010-12-14 12:11:00,2011-11-16 10:32:00,17,6217.96,4876,179,24,337,365.76235294117646,286.8235294117647,3,4,4,11,Loyal Customers,3,Champions
14059,2011-03-18 10:06:00,2011-03-18 10:06:00,1,183.6,128,8,267,1,183.6,128.0,1,1,1,3,Hibernating,2,Hibernating
14060,2010-12-02 12:11:00,2011-12-05 12:29:00,19,6140.42,5386,86,5,369,323.18,283.4736842105263,4,4,4,12,Champions,3,Champions
14062,2010-12-10 15:56:00,2011-11-30 10:04:00,12,10464.85,5593,60,10,355,872.0708333333333,466.0833333333333,4,4,4,12,Champions,3,Champions
14064,2011-03-10 12:59:00,2011-11-10 13:14:00,5,1353.74,1788,59,29,246,270.748,357.6,3,4,3,10,Loyal Customers,1,Core Growth
14066,2011-03-18 12:21:00,2011-03-18 12:21:00,1,152.55,45,7,267,1,152.55,45.0,1,1,1,3,Hibernating,2,Hibernating
14067,2011-09-04 12:00:00,2011-10-07 10:21:00,2,374.7,361,51,64,33,187.35,180.5,2,2,2,6,Hibernating,1,Core Growth
14068,2011-01-23 16:02:00,2011-01-23 16:02:00,1,265.85,73,22,320,1,265.85,73.0,1,1,1,3,Hibernating,2,Hibernating
14071,2011-03-20 11:33:00,2011-12-06 12:27:00,8,1438.82,995,271,4,262,179.8525,124.375,4,4,3,11,Loyal Customers,1,Core Growth
14073,2011-11-07 15:49:00,2011-11-07 15:49:00,1,151.04,130,13,32,1,151.04,130.0,3,1,1,5,Promising,2,Hibernating
14075,2011-03-23 16:35:00,2011-12-05 08:38:00,3,942.26,754,33,5,257,314.08666666666664,251.33333333333334,4,3,3,10,Hibernating,1,Core Growth
14076,2011-08-02 15:19:00,2011-08-02 15:19:00,1,122.47,81,43,129,1,122.47,81.0,2,1,1,4,Hibernating,2,Hibernating
14077,2011-03-10 15:52:00,2011-10-30 12:35:00,5,499.41999999999996,268,33,41,234,99.88399999999999,53.6,3,4,2,9,Hibernating,1,Core Growth
14078,2010-12-01 12:54:00,2011-08-30 12:16:00,6,1049.37,310,46,102,272,174.89499999999998,51.666666666666664,2,4,3,9,Loyal Customers,1,Core Growth
14079,2011-08-07 12:10:00,2011-08-07 12:10:00,1,375.1,301,12,125,1,375.1,301.0,2,1,2,5,Hibernating,0,Big-Ticket Occasionals
14080,2011-11-07 11:09:00,2011-11-07 11:09:00,1,45.599999999999994,48,4,33,1,45.599999999999994,48.0,3,1,1,5,Promising,2,Hibernating
14081,2010-12-05 15:47:00,2011-02-10 16:17:00,2,934.52,596,126,302,68,467.26,298.0,1,2,3,6,At Risk,0,Big-Ticket Occasionals
14082,2010-12-10 11:02:00,2010-12-10 11:02:00,1,182.25,110,28,365,1,182.25,110.0,1,1,1,3,Hibernating,2,Hibernating
14083,2010-12-03 12:24:00,2011-12-05 13:14:00,9,1018.43,732,162,4,368,113.15888888888888,81.33333333333333,4,4,3,11,Loyal Customers,1,Core Growth
14085,2010-12-06 12:39:00,2011-12-07 13:46:00,18,4448.54,3184,272,2,367,247.14111111111112,176.88888888888889,4,4,4,12,Champions,3,Champions
14087,2011-12-07 12:41:00,2011-12-07 12:41:00,1,194.42,251,61,3,1,194.42,251.0,4,1,1,6,Promising,1,Core Growth
14088,2011-01-21 13:07:00,2011-11-29 16:16:00,13,50491.81,12665,379,10,313,3883.9853846153846,974.2307692307693,4,4,4,12,Champions,3,Champions
14089,2011-10-14 10:38:00,2011-10-14 10:38:00,1,161.0,134,13,57,1,161.0,134.0,2,1,1,4,Hibernating,2,Hibernating
14090,2011-01-19 10:51:00,2011-01-19 10:51:00,1,76.32000000000001,72,1,325,1,76.32000000000001,72.0,1,1,1,3,Hibernating,2,Hibernating
14092,2010-12-16 15:47:00,2011-12-02 12:13:00,14,4076.91,2066,117,8,351,291.2078571428571,147.57142857142858,4,4,4,12,Champions,3,Champions
14093,2011-11-27 16:27:00,2011-11-27 16:27:00,1,442.85,406,95,12,1,442.85,406.0,4,1,2,7,Promising,1,Core Growth
14096,2011-08-30 10:49:00,2011-12-05 17:17:00,17,65164.79,16352,1119,4,98,3833.2229411764706,961.8823529411765,4,4,4,12,Champions,3,Champions
14098,2011-11-03 10:13:00,2011-11-03 10:13:00,1,147.35,104,21,37,1,147.35,104.0,3,1,1,5,Promising,2,Hibernating
14099,2010-12-20 11:14:00,2011-11-23 13:53:00,11,3104.17,2179,167,16,339,282.1972727272727,198.0909090909091,4,4,4,12,Champions,3,Champions
14100,2011-07-25 11:01:00,2011-07-25 11:01:00,1,194.9,64,24,138,1,194.9,64.0,2,1,1,4,Hibernating,2,Hibernating
14101,2011-01-17 13:09:00,2011-09-27 12:28:00,6,5976.79,6942,15,74,253,996.1316666666667,1157.0,2,4,4,10,Loyal Customers,3,Champions
14102,2011-10-26 12:46:00,2011-12-04 15:38:00,5,1360.28,961,35,5,40,272.056,192.2,4,4,3,11,Loyal Customers,1,Core Growth
14104,2011-06-27 12:49:00,2011-07-08 12:50:00,2,216.20999999999998,72,21,155,12,108.10499999999999,36.0,1,2,1,4,Hibernating,2,Hibernating
14105,2011-04-14 17:58:00,2011-04-14 17:58:00,1,1266.23,800,74,239,1,1266.23,800.0,1,1,3,5,At Risk,0,Big-Ticket Occasionals
14107,2010-12-10 13:29:00,2011-10-19 12:12:00,7,2703.23,1793,61,52,313,386.17571428571426,256.14285714285717,2,4,4,10,Loyal Customers,3,Champions
14108,2011-08-30 11:32:00,2011-11-09 10:41:00,2,597.91,381,33,31,71,298.955,190.5,3,2,2,7,Promising,1,Core Growth
14109,2011-09-28 10:18:00,2011-09-28 10:18:00,1,144.2,88,9,73,1,144.2,88.0,2,1,1,4,Hibernating,2,Hibernating
14110,2011-03-18 09:59:00,2011-12-06 12:26:00,12,5683.15,2445,94,4,264,473.5958333333333,203.75,4,4,4,12,Champions,3,Champions
14111,2011-04-12 11:36:00,2011-11-25 13:44:00,4,692.85,458,10,14,228,173.2125,114.5,4,3,3,10,Hibernating,1,Core Growth
14112,2011-03-09 11:28:00,2011-11-17 12:30:00,7,2915.15,1651,117,23,254,416.45,235.85714285714286,3,4,4,11,Loyal Customers,3,Champions
14113,2010-12-20 12:14:00,2011-12-06 12:18:00,4,1840.42,745,26,4,352,460.105,186.25,4,3,4,11,Big Spenders,1,Core Growth
14114,2011-01-13 11:05:00,2011-03-11 09:42:00,2,386.53,101,15,274,57,193.265,50.5,1,2,2,5,Hibernating,2,Hibernating
14116,2011-08-10 12:44:00,2011-11-20 10:29:00,5,1382.74,707,61,20,102,276.548,141.4,3,4,3,10,Loyal Customers,1,Core Growth
14117,2011-07-19 09:49:00,2011-07-19 09:49:00,1,90.0,72,3,144,1,90.0,72.0,1,1,1,3,Hibernating,2,Hibernating
14121,2011-10-11 10:39:00,2011-12-06 12:19:00,4,2780.15,2082,148,4,57,695.0375,520.5,4,3,4,11,Big Spenders,3,Champions
14124,2011-09-16 13:32:00,2011-09-16 13:32:00,1,419.58000000000004,1618,4,84,1,419.58000000000004,1618.0,2,1,2,5,Hibernating,0,Big-Ticket Occasionals
14125,2011-09-22 15:40:00,2011-11-29 12:47:00,3,2740.43,1640,159,11,68,913.4766666666666,546.6666666666666,4,3,4,11,Big Spenders,3,Champions
14126,2011-11-29 12:21:00,2011-12-02 11:45:00,3,706.1300000000001,508,14,8,3,235.3766666666667,169.33333333333334,4,3,3,10,Hibernating,1,Core Growth
14127,2011-02-02 12:26:00,2011-08-09 10:49:00,3,709.71,321,39,123,188,236.57000000000002,107.0,2,3,3,8,At Risk,0,Big-Ticket Occasionals
14128,2011-03-29 10:49:00,2011-10-10 12:00:00,2,637.5,564,40,61,196,318.75,282.0,2,2,2,6,Hibernating,0,Big-Ticket Occasionals
14129,2011-03-24 08:44:00,2011-12-08 11:02:00,5,1123.8600000000001,592,31,2,260,224.77200000000002,118.4,4,4,3,11,Loyal Customers,1,Core Growth
14130,2011-01-24 16:05:00,2011-01-24 16:05:00,1,483.86,258,66,319,1,483.86,258.0,1,1,2,4,Hibernating,0,Big-Ticket Occasionals
14132,2011-06-09 12:04:00,2011-12-07 13:35:00,11,3586.0299999999997,3368,100,2,182,326.00272727272727,306.1818181818182,4,4,4,12,Champions,3,Champions
14133,2011-01-28 11:27:00,2011-08-02 11:34:00,3,605.64,348,25,130,187,201.88,116.0,2,3,2,7,At Risk,0,Big-Ticket Occasionals
14135,2010-12-02 10:27:00,2011-12-08 11:38:00,15,4690.31,3850,95,2,372,312.68733333333336,256.6666666666667,4,4,4,12,Champions,3,Champions
14138,2011-10-07 09:38:00,2011-12-08 12:44:00,2,982.3800000000001,610,40,2,63,491.19000000000005,305.0,4,2,3,9,Promising,1,Core Growth
14139,2011-10-24 13:34:00,2011-10-24 13:34:00,1,415.82,510,26,46,1,415.82,510.0,3,1,2,6,Promising,0,Big-Ticket Occasionals
14140,2011-11-08 11:20:00,2011-12-06 09:05:00,2,935.05,811,60,4,28,467.525,405.5,4,2,3,9,Promising,1,Core Growth
14141,2011-08-26 14:40:00,2011-12-07 09:53:00,4,915.13,355,27,3,103,228.7825,88.75,4,3,3,10,Hibernating,1,Core Growth
14142,2010-12-01 16:33:00,2010-12-01 16:33:00,1,311.81,313,22,373,1,311.81,313.0,1,1,2,4,Hibernating,0,Big-Ticket Occasionals
14143,2011-07-29 09:48:00,2011-07-29 09:48:00,1,115.8,30,7,134,1,115.8,30.0,2,1,1,4,Hibernating,2,Hibernating
14145,2011-05-06 13:01:00,2011-10-24 12:10:00,4,3742.2,756,6,47,171,935.55,189.0,3,3,4,10,Big Spenders,3,Champions
14146,2010-12-17 15:52:00,2011-12-01 10:18:00,5,4191.0,2437,183,9,349,838.2,487.4,4,4,4,12,Champions,3,Champions
14147,2011-02-27 11:42:00,2011-09-22 18:10:00,2,483.4,108,4,78,208,241.7,54.0,2,2,2,6,Hibernating,2,Hibernating
14148,2011-04-20 12:02:00,2011-04-20 12:02:00,1,157.2,16,3,234,1,157.2,16.0,1,1,1,3,Hibernating,2,Hibernating
14149,2011-05-03 09:44:00,2011-05-03 09:44:00,1,446.62,218,28,221,1,446.62,218.0,1,1,2,4,Hibernating,0,Big-Ticket Occasionals
14150,2010-12-15 10:04:00,2011-11-04 10:05:00,2,658.64,496,23,36,325,329.32,248.0,3,2,2,7,Promising,1,Core Growth
14152,2011-04-19 15:46:00,2011-09-25 12:54:00,2,621.29,711,47,75,159,310.645,355.5,2,2,2,6,Hibernating,0,Big-Ticket Occasionals
14154,2011-04-14 15:58:00,2011-04-14 16:26:00,2,1345.62,465,52,239,1,672.81,232.5,1,2,3,6,At Risk,0,Big-Ticket Occasionals
14155,2011-03-18 14:13:00,2011-03-18 14:13:00,1,118.75,25,6,266,1,118.75,25.0,1,1,1,3,Hibernating,2,Hibernating
14156,2010-12-03 11:48:00,2011-11-30 10:54:00,55,117379.63,57885,714,10,362,2134.175090909091,1052.4545454545455,4,4,4,12,Champions,3,Champions
14157,2011-02-27 13:04:00,2011-11-20 11:32:00,2,432.88,284,45,20,266,216.44,142.0,3,2,2,7,Promising,1,Core Growth
14158,2011-10-30 15:08:00,2011-10-30 15:08:00,1,507.66,781,41,40,1,507.66,781.0,3,1,2,6,Promising,0,Big-Ticket Occasionals
14159,2010-12-12 11:17:00,2011-11-20 12:36:00,11,4693.01,4408,501,20,344,426.6372727272728,400.72727272727275,3,4,4,11,Loyal Customers,3,Champions
14161,2010-12-05 13:18:00,2011-05-08 11:41:00,3,1110.52,455,87,216,154,370.17333333333335,151.66666666666666,1,3,3,7,At Risk,0,Big-Ticket Occasionals
14162,2011-02-20 12:32:00,2011-06-19 11:36:00,2,289.36,142,25,174,119,144.68,71.0,1,2,1,4,Hibernating,2,Hibernating
14163,2011-04-14 17:33:00,2011-09-13 15:18:00,4,2445.91,893,36,87,152,611.4775,223.25,2,3,4,9,Big Spenders,0,Big-Ticket Occasionals
14164,2011-09-20 12:18:00,2011-09-30 12:24:00,2,1631.77,1033,28,71,11,815.885,516.5,2,2,3,7,At Risk,0,Big-Ticket Occasionals
