CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster
13232,53,4,861.45,3,4,3,10,Champions,3
13233,208,1,304.24,1,1,2,4,At Risk,2
13235,84,1,1031.07,2,1,3,6,Potential Loyalists,3
13238,36,2,318.85,3,2,2,7,Potential Loyalists,0
13239,134,1,329.56,1,1,2,4,At Risk,2
13240,45,3,553.61,3,3,3,9,Loyal Customers,3
13242,86,2,104.0,2,2,1,5,Needs Attention,2
13243,75,1,585.12,2,1,3,6,Potential Loyalists,2
13246,48,5,1838.51,3,4,4,11,Champions,3
13248,61,1,387.46999999999997,3,1,2,6,Potential Loyalists,2
13249,133,1,291.84000000000003,1,1,2,4,At Risk,2
13253,29,2,1030.4,3,2,3,8,Loyal Customers,3
13255,246,1,225.7,1,1,1,3,At Risk,2
13258,77,1,198.87,2,1,1,4,At Risk,2
13261,141,2,944.1,1,2,3,6,Potential Loyalists,3
13262,135,1,200.29,1,1,1,3,At Risk,2
13263,22,20,4272.69,4,4,4,12,Champions,1
13265,56,3,1450.66,3,3,4,10,Champions,3
13266,31,7,2201.65,3,4,4,11,Champions,1
13267,30,13,2487.59,3,4,4,11,Champions,1
13268,42,6,2117.81,3,4,4,11,Champions,3
13269,22,7,2662.82,4,4,4,12,Champions,1
13270,238,1,590.0,1,1,3,5,Needs Attention,2
13277,6,1,75.9,4,1,1,6,Potential Loyalists,0
13280,188,2,682.96,1,2,3,6,Potential Loyalists,3
13282,34,2,773.1,3,2,3,8,Loyal Customers,3
13283,58,1,25.5,3,1,1,5,Needs Attention,2
13284,203,1,201.19,1,1,1,3,At Risk,2
13285,33,3,1970.1,3,3,4,10,Champions,3
13291,28,1,361.11,3,1,2,6,Potential Loyalists,0
13292,156,1,249.57,1,1,1,3,At Risk,2
13294,62,2,873.74,3,2,3,8,Loyal Customers,3
13295,232,1,201.20000000000002,1,1,1,3,At Risk,2
13296,9,1,87.4,4,1,1,6,Potential Loyalists,0
13299,140,1,142.5,1,1,1,3,At Risk,2
13300,41,1,371.89,3,1,2,6,Potential Loyalists,2
13301,30,3,480.9,3,3,2,8,Loyal Customers,3
13302,27,1,63.75,3,1,1,5,Needs Attention,2
13304,223,1,300.42,1,1,2,4,At Risk,2
13305,18,5,891.1999999999999,4,4,3,11,Champions,3
13308,75,1,814.95,2,1,3,6,Potential Loyalists,3
13309,79,2,546.64,2,2,3,7,Potential Loyalists,3
13310,78,2,817.65,2,2,3,7,Potential Loyalists,3
13311,22,1,490.11,4,1,2,7,Potential Loyalists,0
13313,13,3,918.34,4,3,3,10,Champions,0
13316,4,2,3535.18,4,2,4,10,Champions,0
13317,71,5,1313.98,2,4,4,10,Champions,3
13319,6,17,6550.87,4,4,4,12,Champions,1
13320,86,2,508.61,2,2,2,6,Potential Loyalists,3
13324,75,7,3798.99,2,4,4,10,Champions,1
13327,16,6,2356.4500000000003,4,4,4,12,Champions,1
13328,188,1,1308.48,1,1,4,6,Potential Loyalists,3
13329,239,1,304.2,1,1,2,4,At Risk,2
13330,58,2,728.22,3,2,3,8,Loyal Customers,3
13334,63,2,2708.59,2,2,4,8,Loyal Customers,3
13338,30,1,487.02,3,1,2,6,Potential Loyalists,0
13339,73,1,860.12,2,1,3,6,Potential Loyalists,3
13340,6,4,8272.3,4,4,4,12,Champions,1
13341,133,1,775.85,1,1,3,5,Needs Attention,2
13343,50,1,353.43,3,1,2,6,Potential Loyalists,2
13344,150,1,1656.15,1,1,4,6,Potential Loyalists,3
13345,160,1,389.5,1,1,2,4,At Risk,2
13357,129,1,609.4,1,1,3,5,Needs Attention,2
13358,141,1,439.03,1,1,2,4,At Risk,2
13362,118,2,1581.53,2,2,4,8,Loyal Customers,3
13365,90,1,700.6,2,1,3,6,Potential Loyalists,2
13368,129,2,623.4,1,2,3,6,Potential Loyalists,3
13369,238,1,308.28000000000003,1,1,2,4,At Risk,2
13370,244,1,754.87,1,1,3,5,Needs Attention,2
13373,31,2,2055.58,3,2,4,9,Loyal Customers,3
13376,76,2,770.0,2,2,3,7,Potential Loyalists,3
13379,9,1,136.29,4,1,1,6,Potential Loyalists,0
13381,20,3,1781.09,4,3,4,11,Champions,3
13382,153,1,222.99,1,1,1,3,At Risk,2
13384,1,2,1755.84,4,2,4,10,Champions,0
13385,202,1,534.57,1,1,3,5,Needs Attention,2
13388,3,2,677.1,4,2,3,9,Loyal Customers,0
13389,105,1,257.89,2,1,2,5,Needs Attention,2
13391,76,1,59.8,2,1,1,4,At Risk,2
13394,23,4,1236.59,4,4,3,11,Champions,3
13395,57,1,307.72,3,1,2,6,Potential Loyalists,2
13396,191,1,387.27000000000004,1,1,2,4,At Risk,2
13397,55,3,980.47,3,3,3,9,Loyal Customers,3
13398,64,1,457.34,2,1,2,5,Needs Attention,2
13402,244,1,308.28000000000003,1,1,2,4,At Risk,2
13404,85,1,217.81,2,1,1,4,At Risk,2
13405,76,2,557.45,2,2,3,7,Potential Loyalists,3
13408,10,34,15320.1,4,4,4,12,Champions,1
13410,59,3,545.04,3,3,3,9,Loyal Customers,3
13414,6,3,1390.5,4,3,4,11,Champions,0
13417,77,1,236.0,2,1,1,4,At Risk,2
13418,28,13,4078.94,3,4,4,11,Champions,1
13420,22,2,159.85,4,2,1,7,Potential Loyalists,0
13421,162,1,825.04,1,1,3,5,Needs Attention,2
13425,40,2,1174.65,3,2,3,8,Loyal Customers,3
13426,55,5,1558.68,3,4,4,11,Champions,3
13427,87,1,214.5,2,1,1,4,At Risk,2
13435,61,1,443.72,3,1,2,6,Potential Loyalists,2
13437,1,3,2024.25,4,3,4,11,Champions,0
13439,127,1,283.71,2,1,2,5,Needs Attention,2
13448,91,4,1423.26,2,4,4,10,Champions,3
13450,33,3,1119.1799999999998,3,3,3,9,Loyal Customers,3
13451,83,3,1589.48,2,3,4,9,Loyal Customers,3
13452,131,2,590.0,1,2,3,6,Potential Loyalists,3
13453,38,2,356.97999999999996,3,2,2,7,Potential Loyalists,3
13455,238,1,692.94,1,1,3,5,Needs Attention,2
13456,27,3,855.0600000000001,3,3,3,9,Loyal Customers,3
13458,8,9,7355.44,4,4,4,12,Champions,1
13461,11,2,884.2,4,2,3,9,Loyal Customers,0
13462,125,1,151.5,2,1,1,4,At Risk,2
13466,56,1,307.9,3,1,2,6,Potential Loyalists,2
13468,6,25,4027.06,4,4,4,12,Champions,1
13473,205,1,241.26,1,1,1,3,At Risk,2
13474,108,1,226.84,2,1,1,4,At Risk,2
13475,63,4,1431.78,2,4,4,10,Champions,3
13476,51,2,1238.47,3,2,3,8,Loyal Customers,3
13477,10,4,899.55,4,4,3,11,Champions,0
13479,73,2,300.95,2,2,2,6,Potential Loyalists,2
13481,64,2,978.99,2,2,3,7,Potential Loyalists,3
13482,104,1,184.64,2,1,1,4,At Risk,2
13484,113,1,313.8,2,1,2,5,Needs Attention,2
13485,105,1,454.24,2,1,2,5,Needs Attention,2
13486,27,1,202.16,3,1,1,5,Needs Attention,2
13487,85,2,408.8,2,2,2,6,Potential Loyalists,2
13488,17,8,5954.0199999999995,4,4,4,12,Champions,1
13489,30,3,287.04,3,3,2,8,Loyal Customers,0
13491,20,9,1088.45,4,4,3,11,Champions,1
13492,8,3,1269.84,4,3,4,11,Champions,0
13493,147,2,618.63,1,2,3,6,Potential Loyalists,3
13494,184,1,316.26000000000005,1,1,2,4,At Risk,2
13495,104,3,1072.43,2,3,3,8,Loyal Customers,3
13496,232,1,501.01,1,1,2,4,At Risk,2
13497,155,2,348.05,1,2,2,5,Needs Attention,2
13499,97,2,463.79,2,2,2,6,Potential Loyalists,2
13501,160,1,1340.32,1,1,4,6,Potential Loyalists,3
13502,147,2,189.16,1,2,1,4,At Risk,2
13505,39,3,2583.12,3,3,4,10,Champions,3
13506,188,2,458.52,1,2,2,5,Needs Attention,2
13507,18,1,1242.3799999999999,4,1,3,8,Loyal Customers,0
13508,116,1,110.97,2,1,1,4,At Risk,2
13509,22,4,665.02,4,4,3,11,Champions,3
13510,56,1,585.3199999999999,3,1,3,7,Potential Loyalists,2
13512,133,1,251.21,1,1,1,3,At Risk,2
13515,20,2,335.56,4,2,2,8,Loyal Customers,0
13516,111,1,146.0,2,1,1,4,At Risk,2
13517,52,1,1101.86,3,1,3,7,Potential Loyalists,3
13520,10,5,2947.98,4,4,4,12,Champions,1
13523,72,3,2369.24,2,3,4,9,Loyal Customers,3
13524,45,2,247.70000000000002,3,2,1,6,Potential Loyalists,2
13525,120,1,282.88,2,1,2,5,Needs Attention,2
13527,74,2,585.64,2,2,3,7,Potential Loyalists,3
13529,77,1,181.1,2,1,1,4,At Risk,2
13531,77,2,483.8,2,2,2,6,Potential Loyalists,3
13533,55,3,269.09,3,3,2,8,Loyal Customers,3
13534,5,20,4033.33,4,4,4,12,Champions,1
13538,20,4,714.9,4,4,3,11,Champions,0
13539,112,2,315.65,2,2,2,6,Potential Loyalists,2
13544,113,1,113.01,2,1,1,4,At Risk,2
13546,73,1,182.26,2,1,1,4,At Risk,2
13548,116,1,281.01,2,1,2,5,Needs Attention,2
13549,14,5,762.05,4,4,3,11,Champions,0
13551,191,1,91.80000000000001,1,1,1,3,At Risk,2
13552,51,7,2279.09,3,4,4,11,Champions,1
13555,74,2,1590.05,2,2,4,8,Loyal Customers,3
13557,153,1,240.68,1,1,1,3,At Risk,2
13561,88,1,141.85999999999999,2,1,1,4,At Risk,2
13562,13,2,1209.73,4,2,3,9,Loyal Customers,0
13563,12,1,310.88,4,1,2,7,Potential Loyalists,0
13564,16,3,1724.67,4,3,4,11,Champions,0
13565,206,1,110.17999999999999,1,1,1,3,At Risk,2
13568,45,1,187.05,3,1,1,5,Needs Attention,2
13569,240,1,109.82000000000001,1,1,1,3,At Risk,2
13570,115,1,239.49,2,1,1,4,At Risk,2
13571,14,5,633.89,4,4,3,11,Champions,0
13572,78,1,1384.25,2,1,4,7,Potential Loyalists,3
13573,125,1,31.770000000000003,2,1,1,4,At Risk,2
13575,6,2,218.75,4,2,1,7,Potential Loyalists,0
13576,11,11,4185.17,4,4,4,12,Champions,1
13577,21,2,822.1,4,2,3,9,Loyal Customers,0
13579,241,1,164.70000000000002,1,1,1,3,At Risk,2
13581,181,1,118.0,1,1,1,3,At Risk,2
13583,28,1,781.03,3,1,3,7,Potential Loyalists,0
13584,179,1,142.4,1,1,1,3,At Risk,2
13588,9,2,604.3,4,2,3,9,Loyal Customers,0
13589,52,1,147.0,3,1,1,5,Needs Attention,2
13590,23,4,1116.38,4,4,3,11,Champions,3
13591,76,2,776.23,2,2,3,7,Potential Loyalists,3
13592,78,3,205.51,2,3,1,6,Potential Loyalists,2
13593,35,4,1366.05,3,4,4,11,Champions,3
13599,29,8,2313.84,3,4,4,11,Champions,1
13600,184,1,219.52,1,1,1,3,At Risk,2
13601,83,1,373.2,2,1,2,5,Needs Attention,2
13606,115,2,246.63,2,2,1,5,Needs Attention,2
13610,17,4,637.76,4,4,3,11,Champions,0
13611,43,2,636.72,3,2,3,8,Loyal Customers,3
13614,36,2,778.88,3,2,3,8,Loyal Customers,3
13615,191,1,417.69,1,1,2,4,At Risk,2
13617,52,1,131.10999999999999,3,1,1,5,Needs Attention,2
13618,46,1,177.34,3,1,1,5,Needs Attention,2
13623,82,4,539.17,2,4,3,9,Loyal Customers,3
13626,125,1,257.23,2,1,2,5,Needs Attention,2
13627,48,3,1027.0,3,3,3,9,Loyal Customers,3
13629,9,7,4897.36,4,4,4,12,Champions,1
13630,43,4,1059.54,3,4,3,10,Champions,3
13631,15,10,3017.92,4,4,4,12,Champions,1
13632,46,3,812.26,3,3,3,9,Loyal Customers,3
13634,114,2,597.61,2,2,3,7,Potential Loyalists,3
13636,125,3,541.45,2,3,3,8,Loyal Customers,3
13637,59,2,678.65,3,2,3,8,Loyal Customers,3
13642,88,1,312.28,2,1,2,5,Needs Attention,2
13643,58,1,87.9,3,1,1,5,Needs Attention,2
13647,47,2,803.86,3,2,3,8,Loyal Customers,3
13649,129,2,346.6,1,2,2,5,Needs Attention,2
13650,79,2,745.52,2,2,3,7,Potential Loyalists,3
13652,129,2,638.24,1,2,3,6,Potential Loyalists,3
13654,17,4,1714.27,4,4,4,12,Champions,3
13655,114,1,383.65,2,1,2,5,Needs Attention,2
13656,37,2,379.65,3,2,2,7,Potential Loyalists,3
13657,74,1,152.34,2,1,1,4,At Risk,2
13658,76,1,933.3,2,1,3,6,Potential Loyalists,3
13659,78,2,1563.0,2,2,4,8,Loyal Customers,3
13662,84,2,516.44,2,2,2,6,Potential Loyalists,3
13663,51,1,189.47,3,1,1,5,Needs Attention,2
13666,159,2,64.05,1,2,1,4,At Risk,2
13667,21,1,299.05,4,1,2,7,Potential Loyalists,0
13668,8,15,4469.86,4,4,4,12,Champions,1
13669,22,1,48.150000000000006,4,1,1,6,Potential Loyalists,2
13672,173,2,186.39000000000001,1,2,1,4,At Risk,2
13675,23,2,486.82000000000005,4,2,2,8,Loyal Customers,0
13678,24,1,232.6,4,1,1,6,Potential Loyalists,0
13680,210,2,2391.59,1,2,4,7,Potential Loyalists,3
13681,27,1,203.46,3,1,1,5,Needs Attention,2
13682,59,1,59.5,3,1,1,5,Needs Attention,2
13684,158,1,65.13,1,1,1,3,At Risk,2
13686,55,1,72.0,3,1,1,5,Needs Attention,2
13692,86,2,871.58,2,2,3,7,Potential Loyalists,3
13694,13,32,36203.25,4,4,4,12,Champions,1
13695,1,9,1202.77,4,4,3,11,Champions,1
13699,27,1,308.58000000000004,3,1,2,6,Potential Loyalists,0
13700,49,6,1229.31,3,4,3,10,Champions,3
13703,190,1,99.5,1,1,1,3,At Risk,2
13705,17,2,522.68,4,2,2,8,Loyal Customers,0
13706,175,1,330.79,1,1,2,4,At Risk,2
13707,139,2,806.41,1,2,3,6,Potential Loyalists,3
13708,143,1,285.33,1,1,2,4,At Risk,2
13709,41,3,1518.68,3,3,4,10,Champions,3
13711,91,2,252.06,2,2,1,5,Needs Attention,2
13712,119,1,228.84,2,1,1,4,At Risk,2
13715,153,5,1077.39,1,4,3,8,Loyal Customers,3
13716,141,1,138.28,1,1,1,3,At Risk,2
13717,1,4,955.99,4,4,3,11,Champions,0
13718,118,2,306.55,2,2,2,6,Potential Loyalists,2
13719,77,2,338.74,2,2,2,6,Potential Loyalists,2
13720,50,3,552.55,3,3,3,9,Loyal Customers,3
13722,4,3,2375.41,4,3,4,11,Champions,0
13723,89,1,199.85000000000002,2,1,1,4,At Risk,2
13725,41,7,1865.7,3,4,4,11,Champions,1
13728,7,4,635.08,4,4,3,11,Champions,0
13730,8,2,752.6,4,2,3,9,Loyal Customers,0
13731,91,2,610.59,2,2,3,7,Potential Loyalists,3
13735,48,2,1409.69,3,2,4,9,Loyal Customers,3
13736,132,1,357.53,1,1,2,4,At Risk,2
13737,72,1,339.59999999999997,2,1,2,5,Needs Attention,2
13740,113,1,350.75,2,1,2,5,Needs Attention,2
13741,56,2,363.13,3,2,2,7,Potential Loyalists,2
13742,34,10,2632.57,3,4,4,11,Champions,1
13743,27,3,628.92,3,3,3,9,Loyal Customers,3
13744,164,1,817.3199999999999,1,1,3,5,Needs Attention,2
13745,34,1,300.04,3,1,2,6,Potential Loyalists,2
13747,246,1,79.6,1,1,1,3,At Risk,2
13748,104,3,580.85,2,3,3,8,Loyal Customers,3
13750,12,4,1316.63,4,4,4,12,Champions,0
13751,160,1,296.25,1,1,2,4,At Risk,2
13752,27,5,982.13,3,4,3,10,Champions,3
13753,160,1,741.26,1,1,3,5,Needs Attention,2
13754,24,2,282.59999999999997,4,2,2,8,Loyal Customers,0
13756,1,7,2558.34,4,4,4,12,Champions,1
13758,73,5,2351.52,2,4,4,10,Champions,3
13760,128,1,135.09,2,1,1,4,At Risk,2
13761,52,1,491.71000000000004,3,1,2,6,Potential Loyalists,2
13762,91,1,306.72,2,1,2,5,Needs Attention,2
13764,16,2,943.29,4,2,3,9,Loyal Customers,0
13767,24,25,8386.050000000001,4,4,4,12,Champions,1
13769,80,5,1448.01,2,4,4,10,Champions,3
13771,71,2,1464.8500000000001,2,2,4,8,Loyal Customers,3
13772,112,1,228.42,2,1,1,4,At Risk,2
13777,1,24,12360.24,4,4,4,12,Champions,1
13780,43,1,116.28000000000002,3,1,1,5,Needs Attention,2
13781,123,1,127.84,2,1,1,4,At Risk,2
13782,106,2,361.3,2,2,2,6,Potential Loyalists,2
13784,40,7,1632.39,3,4,4,11,Champions,1
13786,239,1,230.39999999999998,1,1,1,3,At Risk,2
13787,236,1,106.4,1,1,1,3,At Risk,2
13791,40,1,937.0,3,1,3,7,Potential Loyalists,3
13792,159,1,74.60000000000001,1,1,1,3,At Risk,2
13798,1,39,26498.98,4,4,4,12,Champions,1
13799,166,1,341.7,1,1,2,4,At Risk,2
13800,182,1,558.32,1,1,3,5,Needs Attention,2
13802,11,3,4599.42,4,3,4,11,Champions,1
13803,127,1,277.07,2,1,2,5,Needs Attention,2
13804,13,3,1355.11,4,3,4,11,Champions,0
13805,1,1,500.24,4,1,2,7,Potential Loyalists,0
13807,239,1,112.6,1,1,1,3,At Risk,2
13809,177,1,155.05,1,1,1,3,At Risk,2
13811,56,3,814.5,3,3,3,9,Loyal Customers,3
13813,7,1,385.14,4,1,2,7,Potential Loyalists,0
13814,9,1,617.54,4,1,3,8,Loyal Customers,0
13815,44,2,2977.75,3,2,4,9,Loyal Customers,3
13817,224,1,128.7,1,1,1,3,At Risk,2
13819,174,3,1140.35,1,3,3,7,Potential Loyalists,3
13821,17,2,385.64,4,2,2,8,Loyal Customers,0
13824,8,4,1429.84,4,4,4,12,Champions,0
13826,48,1,189.5,3,1,1,5,Needs Attention,2
13827,6,2,300.76,4,2,2,8,Loyal Customers,0
13831,11,4,1450.85,4,4,4,12,Champions,0
13833,31,1,383.85,3,1,2,6,Potential Loyalists,0
13835,27,2,537.34,3,2,3,8,Loyal Customers,0
13837,84,2,266.59000000000003,2,2,2,6,Potential Loyalists,2
13838,242,1,230.66,1,1,1,3,At Risk,2
13841,125,1,85.0,2,1,1,4,At Risk,2
13842,28,7,2165.27,3,4,4,11,Champions,1
13846,114,2,663.9300000000001,2,2,3,7,Potential Loyalists,3
13848,170,2,935.0,1,2,3,6,Potential Loyalists,3
13849,43,1,593.5799999999999,3,1,3,7,Potential Loyalists,2
13850,1,1,1595.48,4,1,4,9,Loyal Customers,0
13851,160,1,246.32,1,1,1,3,At Risk,2
13854,15,18,5822.84,4,4,4,12,Champions,1
13856,41,3,388.5,3,3,2,8,Loyal Customers,3
13859,198,1,201.16,1,1,1,3,At Risk,2
13862,26,5,1453.3700000000001,3,4,4,11,Champions,3
13863,120,1,305.78,2,1,2,5,Needs Attention,2
13865,9,3,383.34000000000003,4,3,2,9,Loyal Customers,0
13867,90,1,138.85,2,1,1,4,At Risk,2
13869,135,3,1573.16,1,3,4,8,Loyal Customers,3
13870,7,4,1367.31,4,4,4,12,Champions,0
13871,7,7,3643.89,4,4,4,12,Champions,1
13873,91,2,230.4,2,2,1,5,Needs Attention,2
13874,230,1,540.45,1,1,3,5,Needs Attention,2
13875,6,4,1424.8,4,4,4,12,Champions,0
13880,17,8,1680.76,4,4,4,12,Champions,1
13881,13,8,5781.400000000001,4,4,4,12,Champions,1
13883,91,4,1742.78,2,4,4,10,Champions,3
13884,149,3,196.25,1,3,1,5,Needs Attention,2
13885,61,2,506.8,3,2,2,7,Potential Loyalists,3
13887,76,1,349.55,2,1,2,5,Needs Attention,2
13888,90,1,229.56,2,1,1,4,At Risk,2
13890,231,1,190.35,1,1,1,3,At Risk,2
13892,119,1,54.519999999999996,2,1,1,4,At Risk,2
13893,170,1,821.1,1,1,3,5,Needs Attention,2
13894,182,1,160.85,1,1,1,3,At Risk,2
13895,15,2,937.3000000000001,4,2,3,9,Loyal Customers,0
13898,198,1,155.93,1,1,1,3,At Risk,2
13899,147,1,298.5,1,1,2,4,At Risk,2
13900,55,3,740.95,3,3,3,9,Loyal Customers,3
13901,31,3,2209.39,3,3,4,10,Champions,3
13904,167,1,201.12,1,1,1,3,At Risk,2
13908,87,2,831.11,2,2,3,7,Potential Loyalists,3
13911,16,8,2437.63,4,4,4,12,Champions,1
13917,64,1,65.38,2,1,1,4,At Risk,2
13918,125,1,198.2,2,1,1,4,At Risk,2
13922,224,1,172.25,1,1,1,3,At Risk,2
13925,7,1,380.12,4,1,2,7,Potential Loyalists,0
13928,5,1,104.2,4,1,1,6,Potential Loyalists,0
13929,41,2,842.65,3,2,3,8,Loyal Customers,3
13930,9,1,210.0,4,1,1,6,Potential Loyalists,0
13931,153,1,378.21000000000004,1,1,2,4,At Risk,2
13932,167,1,307.4,1,1,2,4,At Risk,2
13933,20,1,300.99,4,1,2,7,Potential Loyalists,0
13934,136,1,922.1,1,1,3,5,Needs Attention,2
13936,52,1,376.58,3,1,2,6,Potential Loyalists,2
13937,41,1,158.85,3,1,1,5,Needs Attention,2
13939,184,1,184.5,1,1,1,3,At Risk,2
13940,16,1,218.62,4,1,1,6,Potential Loyalists,0
13941,44,3,2831.26,3,3,4,10,Champions,3
13946,74,2,485.96999999999997,2,2,2,6,Potential Loyalists,3
13948,233,1,102.0,1,1,1,3,At Risk,2
13950,119,1,179.30999999999997,2,1,1,4,At Risk,2
13951,48,3,674.45,3,3,3,9,Loyal Customers,3
13952,90,2,3251.071,2,2,4,8,Loyal Customers,3
13953,36,4,2250.0,3,4,4,11,Champions,3
13955,26,2,322.96,3,2,2,7,Potential Loyalists,0
13956,10,3,676.07,4,3,3,10,Champions,0
13959,153,2,337.44,1,2,2,5,Needs Attention,2
13962,118,1,117.6,2,1,1,4,At Risk,2
13963,180,4,664.54,1,4,3,8,Loyal Customers,3
13967,18,1,80.7,4,1,1,6,Potential Loyalists,0
13969,14,9,2897.22,4,4,4,12,Champions,1
13971,51,4,1280.98,3,4,4,11,Champions,3
13972,74,1,145.9,2,1,1,4,At Risk,2
13973,159,1,264.7,1,1,2,4,At Risk,2
13975,5,3,1105.77,4,3,3,10,Champions,0
13976,79,1,357.98,2,1,2,5,Needs Attention,2
13982,35,3,1230.1399999999999,3,3,3,9,Loyal Customers,3
13983,59,8,1681.06,3,4,4,11,Champions,3
13984,122,3,717.23,2,3,3,8,Loyal Customers,3
13985,29,4,1602.68,3,4,4,11,Champions,3
13988,35,3,1923.5,3,3,4,10,Champions,3
13989,111,1,896.6700000000001,2,1,3,6,Potential Loyalists,2
13990,85,1,311.3,2,1,2,5,Needs Attention,2
13991,15,1,126.35,4,1,1,6,Potential Loyalists,0
13993,17,5,2028.41,4,4,4,12,Champions,1
13994,20,1,288.57,4,1,2,7,Potential Loyalists,0
13995,14,2,718.7,4,2,3,9,Loyal Customers,0
13999,8,7,2227.6,4,4,4,12,Champions,1
14000,83,1,635.66,2,1,3,6,Potential Loyalists,2
14001,105,2,1309.14,2,2,4,8,Loyal Customers,3
14002,6,2,529.73,4,2,2,8,Loyal Customers,0
14004,46,2,1480.36,3,2,4,9,Loyal Customers,3
14005,6,3,696.56,4,3,3,10,Champions,0
14006,113,2,662.09,2,2,3,7,Potential Loyalists,3
14009,70,2,695.61,2,2,3,7,Potential Loyalists,3
14012,150,1,328.8,1,1,2,4,At Risk,2
14013,18,2,273.8,4,2,2,8,Loyal Customers,0
14016,34,4,4341.21,3,4,4,11,Champions,3
14019,10,1,384.29,4,1,2,7,Potential Loyalists,0
14021,27,3,631.9,3,3,3,9,Loyal Customers,3
14022,97,1,440.0,2,1,2,5,Needs Attention,2
14023,122,1,273.14,2,1,2,5,Needs Attention,2
14029,16,1,165.20000000000002,4,1,1,6,Potential Loyalists,0
14030,115,5,1435.02,2,4,4,10,Champions,3
14031,40,12,8817.92,3,4,4,11,Champions,1
14032,41,6,1845.37,3,4,4,11,Champions,3
14034,29,2,473.90999999999997,3,2,2,7,Potential Loyalists,0
14035,140,2,700.58,1,2,3,6,Potential Loyalists,3
14036,157,1,626.65,1,1,3,5,Needs Attention,2
14037,48,2,147.20000000000002,3,2,1,6,Potential Loyalists,2
14038,16,2,1086.42,4,2,3,9,Loyal Customers,0
14040,7,7,2097.11,4,4,4,12,Champions,1
14041,138,1,141.41,1,1,1,3,At Risk,2
14044,17,2,340.23,4,2,2,8,Loyal Customers,0
14045,210,3,1251.75,1,3,4,8,Loyal Customers,3
14046,156,1,154.99,1,1,1,3,At Risk,2
14047,72,3,635.92,2,3,3,8,Loyal Customers,3
14048,177,1,409.93,1,1,2,4,At Risk,2
14049,31,3,3244.74,3,3,4,10,Champions,3
14051,14,14,7944.64,4,4,4,12,Champions,1
14053,32,1,154.25,3,1,1,5,Needs Attention,2
14056,14,13,4646.89,4,4,4,12,Champions,1
14057,10,10,3593.09,4,4,4,12,Champions,1
14059,139,1,183.6,1,1,1,3,At Risk,2
14060,3,13,3795.82,4,4,4,12,Champions,1
14062,17,8,6093.110000000001,4,4,4,12,Champions,1
14064,84,3,842.16,2,3,3,8,Loyal Customers,3
14066,139,1,152.55,1,1,1,3,At Risk,2
14068,192,1,265.85,1,1,2,4,At Risk,2
14071,132,2,356.81,1,2,2,5,Needs Attention,2
14075,133,1,307.92,1,1,2,4,At Risk,2
14076,1,1,118.67,4,1,1,6,Potential Loyalists,0
14077,54,3,310.4,3,3,2,8,Loyal Customers,3
14078,57,5,827.91,3,4,3,10,Champions,3
14081,174,2,921.62,1,2,3,6,Potential Loyalists,3
14082,237,1,182.25,1,1,1,3,At Risk,2
14083,5,6,515.54,4,4,2,10,Champions,0
14085,13,12,3220.94,4,4,4,12,Champions,1
14088,1,7,25507.89,4,4,4,12,Champions,1
14090,197,1,76.32000000000001,1,1,1,3,At Risk,2
14092,3,9,2437.8,4,4,4,12,Champions,1
14099,30,7,1960.9,3,4,4,11,Champions,1
14100,10,1,191.95000000000002,4,1,1,6,Potential Loyalists,0
14101,15,5,4944.389999999999,4,4,4,12,Champions,1
14104,27,2,216.20999999999998,3,2,1,6,Potential Loyalists,0
14105,111,1,1266.23,2,1,4,7,Potential Loyalists,3
14107,48,5,1836.84,3,4,4,11,Champions,3
14110,22,4,2398.64,4,4,4,12,Champions,3
14111,114,1,94.2,2,1,1,4,At Risk,2
14112,3,4,1900.82,4,4,4,12,Champions,0
14113,227,1,433.5,1,1,2,4,At Risk,2
14114,146,2,386.53,1,2,2,5,Needs Attention,2
14117,16,1,90.0,4,1,1,6,Potential Loyalists,0
14127,129,2,452.23,1,2,2,5,Needs Attention,2
14128,128,1,305.54,2,1,2,5,Needs Attention,2
14129,133,1,358.90000000000003,1,1,2,4,At Risk,2
14130,191,1,480.91,1,1,2,4,At Risk,2
14132,1,4,1214.34,4,4,3,11,Champions,0
14133,2,3,605.64,4,3,3,10,Champions,0
14135,58,9,2441.46,3,4,4,11,Champions,1
14142,245,1,311.81,1,1,2,4,At Risk,2
14143,6,1,115.8,4,1,1,6,Potential Loyalists,0
14145,29,3,2851.2,3,3,4,10,Champions,3
14146,127,2,1903.73,2,2,4,8,Loyal Customers,3
14147,158,1,182.8,1,1,1,3,At Risk,2
14148,106,1,157.2,2,1,1,4,At Risk,2
14149,93,1,446.62,2,1,2,5,Needs Attention,2
14150,232,1,306.18,1,1,2,4,At Risk,2
14152,106,1,314.51,2,1,2,5,Needs Attention,2
14154,111,2,1345.62,2,2,4,8,Loyal Customers,3
14155,138,1,118.75,1,1,1,3,At Risk,2
14156,3,30,80115.01,4,4,4,12,Champions,1
14157,157,1,269.18,1,1,2,4,At Risk,2
14159,17,6,2160.34,4,4,4,12,Champions,1
14161,88,3,1097.6200000000001,2,3,3,8,Loyal Customers,3
14162,46,2,289.36,3,2,2,7,Potential Loyalists,2
14163,24,3,1659.39,4,3,4,11,Champions,3
14165,148,1,120.44,1,1,1,3,At Risk,2
14167,37,3,389.85,3,3,2,8,Loyal Customers,3
